Address,Occupied,Vacant,Owned_Loan,Owned_Clear,Renter_Occupied,TotalVacant_HUnits,ForRent,Rented_NotOccupied,ForSale,Sold_NotOccupied,Occasional_Use,MigrantWorkers,OtherVacant,H_White,H_AfricanAmerican,H_AmerIndian_Alaska,H_Asian,H_Hawaiian_Pacific,H_OtherRace,H_TwoOrMore_Races,Pop_Occ_HUnits,H_1P,H_2P,H_3P,H_4P,H_5P,H_6P,H_7MP,Owner_Occupied,Owner_Child_U18,Owner_NoChild_U18,Renter_Occupied,Renter_Child_U18,Renter_NoChild_U18,VacancyStatus_A,VacancyStatus_NA
"200 block edwards av s, Syracuse, NY",132,16,68,26,38,16,2,2,0,0,0,0,12,118,10,0,0,0,2,2,286,52,38,24,6,10,2,0,94,24,70,38,12,26,0,16
"200 block eldorado st, Syracuse, NY",22,3,8,1,13,3,1,0,0,0,0,0,2,20,2,0,0,0,0,0,44,10,6,3,2,1,0,0,9,4,5,13,3,10,0,3
"200 block elsner st, Syracuse, NY",53,5,30,5,18,5,1,0,1,1,0,0,2,39,10,0,0,0,0,4,129,22,9,13,2,4,1,2,35,10,25,18,6,12,0,5
"200 block empire av, Syracuse, NY",29,5,13,5,11,5,0,0,2,2,0,0,1,13,14,1,0,0,0,1,68,13,4,3,8,0,1,0,18,6,12,11,5,6,0,5
"200 block erickson st, Syracuse, NY",28,2,20,3,5,2,0,0,1,0,0,0,1,25,3,0,0,0,0,0,54,14,9,2,0,2,1,0,23,4,19,5,1,4,0,2
"200 block erie st, Syracuse, NY",153,9,28,22,103,9,5,0,0,2,0,0,2,139,7,0,0,0,3,4,366,47,53,23,17,7,2,4,50,15,35,103,39,64,1,8
"200 block euclid av, Syracuse, NY",33,0,0,0,33,0,0,0,0,0,0,0,0,19,3,0,6,0,4,1,94,4,27,0,1,0,0,1,0,0,0,33,0,33,0,0
"200 block fayette blvd, Syracuse, NY",18,2,14,4,0,2,0,0,1,0,0,0,1,13,5,0,0,0,0,0,49,4,6,3,3,1,0,1,18,7,11,0,0,0,0,2
"200 block fayette st w, Syracuse, NY",62,8,2,7,53,8,1,0,0,0,0,0,7,53,7,0,1,0,1,0,118,33,14,8,4,2,0,1,9,2,7,53,8,45,0,8
"200 block fellows av, Syracuse, NY",24,0,12,12,0,0,0,0,0,0,0,0,0,22,0,0,2,0,0,0,46,11,8,3,1,0,1,0,24,4,20,0,0,0,0,0
"200 block fenway dr, Syracuse, NY",88,3,18,8,62,3,0,0,2,1,0,0,0,21,59,1,0,0,5,2,193,26,34,17,7,4,0,0,26,6,20,62,25,37,0,3
"200 block fillmore av, Syracuse, NY",19,0,8,5,6,0,0,0,0,0,0,0,0,19,0,0,0,0,0,0,51,7,4,1,3,3,1,0,13,4,9,6,2,4,0,0
"200 block fitch st, Syracuse, NY",22,15,1,6,15,15,10,0,0,0,0,0,5,11,4,0,0,0,3,4,65,7,4,4,3,0,3,1,7,3,4,15,5,10,0,15
"200 block forest hill dr, Syracuse, NY",37,0,18,7,12,0,0,0,0,0,0,0,0,34,1,1,0,0,0,1,85,11,14,6,3,2,1,0,25,3,22,12,2,10,0,0
"200 block franklin st n, Syracuse, NY",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"200 block franklin st s, Syracuse, NY",3,0,0,0,3,0,0,0,0,0,0,0,0,2,0,0,0,0,1,0,3,3,0,0,0,0,0,0,0,0,0,3,0,3,0,0
"200 block furman st, Syracuse, NY",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"200 block geddes sq s, Syracuse, NY",2,1,0,1,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,1,3,1,1,0,0,0,0,0,1,0,1,1,0,1,0,1
"200 block geddes st n, Syracuse, NY",27,5,3,7,17,5,1,1,0,0,0,0,3,26,1,0,0,0,0,0,70,7,8,7,2,2,0,1,10,0,10,17,9,8,0,5
"200 block genesee park dr, Syracuse, NY",49,2,34,12,3,2,0,0,0,1,0,0,1,18,29,0,1,0,0,1,131,11,18,7,6,5,1,1,46,19,27,3,2,1,0,2
"200 block genesee pkwy e, Syracuse, NY",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"200 block genesee st w, Syracuse, NY",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"200 block gertrude st, Syracuse, NY",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"200 block gifford pkwy, Syracuse, NY",14,3,10,4,0,3,0,0,1,0,0,0,2,13,1,0,0,0,0,0,42,0,8,1,2,3,0,0,14,4,10,0,0,0,0,3
"200 block gilbert av, Syracuse, NY",18,4,11,2,5,4,0,0,1,0,0,0,3,14,3,0,1,0,0,0,40,6,6,4,1,0,1,0,13,3,10,5,1,4,0,4
"200 block glenwood av, Syracuse, NY",16,2,10,3,3,2,1,0,0,1,0,0,0,10,5,0,0,0,0,1,44,2,6,3,4,1,0,0,13,3,10,3,3,0,0,2
"200 block goodrich av, Syracuse, NY",39,9,18,9,12,9,4,1,0,0,0,0,4,31,3,0,2,1,2,0,84,12,17,7,2,0,0,1,27,7,20,12,2,10,1,8
"200 block grand av, Syracuse, NY",64,15,8,7,49,15,3,1,0,1,0,0,10,29,22,1,0,1,8,3,218,10,12,15,13,3,9,2,15,4,11,49,33,16,0,15
"200 block griffiths st, Syracuse, NY",42,2,17,9,16,2,1,0,1,0,0,0,0,32,6,0,2,0,2,0,125,8,10,9,9,4,0,2,26,11,15,16,8,8,0,2
"200 block grumbach av, Syracuse, NY",34,5,12,1,21,5,4,0,0,0,0,0,1,22,7,0,3,0,0,2,101,8,10,6,5,2,1,2,13,5,8,21,10,11,3,2
"200 block harriette av, Syracuse, NY",12,1,5,3,4,1,0,0,0,0,0,0,1,7,5,0,0,0,0,0,25,6,2,2,1,1,0,0,8,1,7,4,2,2,0,1
"200 block harrison st, Syracuse, NY",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"200 block hawley av, Syracuse, NY",26,8,5,1,20,8,8,0,0,0,0,0,0,16,4,1,2,0,0,3,66,6,10,3,5,1,1,0,6,0,6,20,10,10,0,8
"200 block hayden av, Syracuse, NY",36,7,2,4,30,7,6,0,0,0,0,0,1,29,5,0,1,0,0,1,89,10,10,9,3,4,0,0,6,2,4,30,14,16,2,5
"200 block helen st, Syracuse, NY",1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0
"200 block herald pl, Syracuse, NY",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"200 block herbert st, Syracuse, NY",23,2,13,6,4,2,1,0,0,0,0,0,1,18,0,0,4,0,0,1,56,9,5,5,1,1,1,1,19,5,14,4,2,2,0,2
"200 block herkimer st, Syracuse, NY",110,15,27,12,71,15,9,0,2,3,0,0,1,86,11,3,0,0,1,9,285,40,22,19,15,6,4,4,39,10,29,71,36,35,5,10
"200 block hiawatha blvd e, Syracuse, NY",44,6,11,2,31,6,1,1,0,0,0,0,4,30,8,1,1,0,1,3,122,11,12,5,11,3,1,1,13,7,6,31,17,14,0,6
"200 block hiawatha blvd w, Syracuse, NY",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"200 block hier av, Syracuse, NY",18,2,5,3,10,2,1,0,0,0,0,0,1,7,5,0,5,0,1,0,72,2,4,1,2,4,4,1,8,5,3,10,5,5,0,2
"200 block hillsboro pkwy, Syracuse, NY",40,2,29,5,6,2,0,0,0,0,1,0,1,20,20,0,0,0,0,0,95,13,12,8,3,2,2,0,34,10,24,6,0,6,1,1
"200 block hillside av, Syracuse, NY",62,0,33,22,7,0,0,0,0,0,0,0,0,52,7,0,0,0,2,1,127,26,23,2,8,1,2,0,55,9,46,7,2,5,0,0
"200 block hoefler st, Syracuse, NY",55,2,32,10,13,2,0,0,1,0,0,0,1,51,2,2,0,0,0,0,130,11,25,12,4,2,0,1,42,9,33,13,5,8,0,2
"200 block holland st, Syracuse, NY",36,0,3,2,31,0,0,0,0,0,0,0,0,6,20,0,0,0,9,1,133,0,10,11,3,7,4,1,5,4,1,31,24,7,0,0
"200 block homecroft rd, Syracuse, NY",63,1,11,4,48,1,0,1,0,0,0,0,0,50,11,0,0,0,2,0,82,51,6,5,1,0,0,0,15,5,10,48,0,48,0,1
"200 block hubbell av, Syracuse, NY",59,1,29,9,21,1,1,0,0,0,0,0,0,56,3,0,0,0,0,0,142,14,24,8,9,4,0,0,38,12,26,21,10,11,0,1
"200 block hudson st, Syracuse, NY",25,4,3,4,18,4,0,0,0,0,0,0,4,0,23,0,0,0,1,1,65,7,6,4,7,0,1,0,7,1,6,18,11,7,1,3
"200 block hunt av, Syracuse, NY",35,8,8,5,22,8,1,0,0,0,0,0,7,8,26,1,0,0,0,0,99,4,15,7,5,3,0,1,13,3,10,22,14,8,0,8
"200 block hurlburt rd, Syracuse, NY",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"200 block james st, Syracuse, NY",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"200 block jamesville av, Syracuse, NY",33,4,8,5,20,4,1,0,2,0,0,0,1,20,10,0,2,0,1,0,88,5,12,9,4,2,1,0,13,1,12,20,8,12,0,4
"200 block jefferson st e, Syracuse, NY",12,4,1,0,11,4,4,0,0,0,0,0,0,11,0,0,1,0,0,0,20,7,3,1,1,0,0,0,1,0,1,11,2,9,1,3
"200 block jefferson st w, Syracuse, NY",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"200 block kellogg st, Syracuse, NY",30,5,6,5,19,5,0,0,0,0,0,0,5,13,6,1,0,0,9,1,86,6,10,6,3,3,0,2,11,2,9,19,12,7,0,5
"200 block kenmore av, Syracuse, NY",28,0,15,5,8,0,0,0,0,0,0,0,0,18,8,0,1,0,1,0,66,10,8,5,2,1,2,0,20,6,14,8,2,6,0,0
"200 block kennedy st e, Syracuse, NY",38,0,0,0,38,0,0,0,0,0,0,0,0,29,8,1,0,0,0,0,49,27,11,0,0,0,0,0,0,0,0,38,0,38,0,0
"200 block kennedy ter w, Syracuse, NY",26,0,4,4,18,0,0,0,0,0,0,0,0,21,0,1,0,0,1,3,65,5,11,6,2,1,0,1,8,1,7,18,10,8,0,0
"200 block kimber av, Syracuse, NY",11,7,4,1,6,7,0,0,0,0,0,0,7,3,7,1,0,0,0,0,32,4,0,2,3,2,0,0,5,1,4,6,4,2,1,6
"200 block kirk av, Syracuse, NY",91,28,19,7,65,28,13,0,0,0,1,0,14,9,78,0,0,0,2,2,309,12,23,19,18,13,1,5,26,8,18,65,42,23,4,24
"200 block kirkpatrick st, Syracuse, NY",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"200 block knaul st, Syracuse, NY",27,5,3,1,23,5,2,0,0,0,0,0,3,20,2,0,4,0,0,1,82,8,2,5,8,1,3,0,4,1,3,23,11,12,0,5
"200 block lafayette av w, Syracuse, NY",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"200 block lafayette rd, Syracuse, NY",40,1,24,12,4,1,0,0,0,0,0,0,1,30,5,2,1,0,0,2,97,15,8,8,6,2,0,1,36,12,24,4,1,3,0,1
"200 block lakeview av, Syracuse, NY",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"200 block lemoyne av, Syracuse, NY",37,8,4,3,30,8,4,0,0,0,0,0,4,24,9,3,0,0,0,1,78,12,16,5,2,1,1,0,7,1,6,30,9,21,0,8
"200 block lexington av, Syracuse, NY",15,7,3,0,12,7,5,0,0,0,0,0,2,4,9,0,2,0,0,0,56,4,4,2,1,1,0,3,3,1,2,12,4,8,0,7
"200 block lilac st, Syracuse, NY",176,66,10,8,158,66,34,0,0,2,0,0,30,80,48,6,32,0,6,4,480,72,26,34,16,8,6,14,18,2,16,158,64,94,0,66
"200 block lime st, Syracuse, NY",24,3,12,9,3,3,0,0,1,0,0,0,2,23,1,0,0,0,0,0,57,6,9,6,1,1,1,0,21,3,18,3,0,3,0,3
"200 block lincoln av, Syracuse, NY",59,23,8,11,40,23,8,2,0,1,0,0,12,9,43,0,0,0,3,4,158,19,18,5,8,3,3,3,19,4,15,40,22,18,0,23
"200 block loomis av, Syracuse, NY",67,3,19,5,43,3,3,0,0,0,0,0,0,28,34,0,0,0,2,3,153,20,24,13,7,1,1,1,24,8,16,43,17,26,1,2
"200 block lorraine av, Syracuse, NY",15,0,8,5,2,0,0,0,0,0,0,0,0,13,1,0,1,0,0,0,28,7,6,0,1,1,0,0,13,3,10,2,0,2,0,0
"200 block maplehurst av, Syracuse, NY",24,1,11,5,8,1,0,0,1,0,0,0,0,23,0,0,0,0,0,1,54,9,7,4,3,0,0,1,16,2,14,8,1,7,0,1
"200 block marcellus st w, Syracuse, NY",27,2,10,4,13,2,2,0,0,0,0,0,0,22,1,1,3,0,0,0,36,18,9,0,0,0,0,0,14,0,14,13,0,13,1,1
"200 block marguerite av, Syracuse, NY",22,4,6,3,13,4,4,0,0,0,0,0,0,9,10,1,0,0,2,0,61,3,7,6,4,2,0,0,9,4,5,13,9,4,1,3
"200 block mariposa st, Syracuse, NY",35,2,17,8,10,2,0,0,0,0,0,0,2,30,2,0,0,0,0,3,76,8,16,9,1,1,0,0,25,6,19,10,5,5,0,2
"200 block marshall st, Syracuse, NY",6,0,0,0,6,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,13,0,5,1,0,0,0,0,0,0,0,6,0,6,0,0
"200 block martin luther king   w, Syracuse, NY",20,1,5,6,9,1,1,0,0,0,0,0,0,3,17,0,0,0,0,0,55,4,8,3,1,3,0,1,11,2,9,9,5,4,0,1
"200 block mary st, Syracuse, NY",47,6,12,3,32,6,0,0,4,0,0,0,2,29,9,0,5,0,1,3,162,10,7,5,11,9,2,3,15,6,9,32,22,10,0,6
"200 block mather st, Syracuse, NY",45,3,13,11,21,3,2,0,0,0,0,0,1,40,2,0,1,0,0,2,95,15,18,7,4,0,0,1,24,6,18,21,7,14,0,3
"200 block may av, Syracuse, NY",23,3,9,3,11,3,0,0,0,0,0,0,3,15,5,1,0,0,1,1,61,5,6,7,3,1,1,0,12,4,8,11,8,3,0,3
"200 block melbourne av, Syracuse, NY",29,1,9,5,15,1,1,0,0,0,0,0,0,16,11,1,1,0,0,0,44,16,12,0,1,0,0,0,14,1,13,15,0,15,0,1
"200 block midler av s, Syracuse, NY",28,1,1,0,27,1,1,0,0,0,0,0,0,25,1,0,1,0,0,1,30,26,2,0,0,0,0,0,1,0,1,27,0,27,0,1
"200 block miles av, Syracuse, NY",84,4,45,21,18,4,0,0,1,0,1,0,2,76,6,0,2,0,0,0,179,28,32,12,11,0,0,1,66,12,54,18,6,12,0,4
"200 block milford dr, Syracuse, NY",12,0,8,2,2,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,22,6,3,2,1,0,0,0,10,2,8,2,0,2,0,0
"200 block milton av, Syracuse, NY",97,6,45,14,38,6,1,0,0,2,0,0,3,87,2,1,1,0,4,2,212,34,38,10,9,3,1,2,59,9,50,38,6,32,1,5
"200 block mlk   e, Syracuse, NY",40,21,3,6,31,21,13,0,0,0,0,0,8,6,33,0,0,0,0,1,127,6,11,9,6,4,1,3,9,4,5,31,24,7,1,20
"200 block montgomery st, Syracuse, NY",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"200 block monticello dr  n, Syracuse, NY",22,35,6,3,13,35,1,0,2,0,0,0,32,9,11,1,0,0,0,1,57,6,7,3,3,2,1,0,9,5,4,13,5,8,0,35
"200 block moore av, Syracuse, NY",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"200 block mosley dr, Syracuse, NY",44,12,14,6,24,12,9,0,2,1,0,0,0,34,7,0,0,0,1,2,105,9,19,8,6,2,0,0,20,4,16,24,10,14,0,12
"200 block mountainview av, Syracuse, NY",200,25,21,7,172,25,22,0,1,0,0,0,2,77,102,1,3,0,6,11,444,70,64,37,20,3,5,1,28,4,24,172,63,109,0,25
"200 block myrtle st, Syracuse, NY",51,4,30,11,10,4,1,0,1,1,0,0,1,49,1,0,1,0,0,0,112,20,15,6,7,2,1,0,41,12,29,10,0,10,0,4
"200 block newell st w, Syracuse, NY",142,21,0,0,142,21,21,0,0,0,0,0,0,81,52,1,4,0,1,3,150,135,6,1,0,0,0,0,0,0,0,142,0,142,1,20
"200 block oakwood av, Syracuse, NY",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"200 block oneida st, Syracuse, NY",8,48,0,0,8,48,0,0,32,0,0,0,16,7,0,0,0,0,1,0,12,6,1,0,1,0,0,0,0,0,0,8,2,6,1,47
"200 block onondaga av, Syracuse, NY",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"200 block onondaga st e, Syracuse, NY",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"200 block ostrander av w, Syracuse, NY",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"200 block parkway dr, Syracuse, NY",37,8,22,8,7,8,2,0,1,0,0,0,5,27,10,0,0,0,0,0,114,9,6,8,5,7,1,1,30,14,16,7,3,4,2,6
"200 block paul av, Syracuse, NY",117,14,51,16,50,14,6,0,1,0,0,0,7,104,7,0,0,0,1,5,259,39,41,19,12,4,1,1,67,19,48,50,14,36,0,14
"200 block plymouth dr, Syracuse, NY",128,6,73,34,21,6,2,0,1,0,0,0,3,119,5,2,1,0,0,1,314,37,48,16,13,8,3,3,107,24,83,21,6,15,0,6
"200 block primrose av, Syracuse, NY",2,1,1,0,1,1,0,0,0,0,1,0,0,0,2,0,0,0,0,0,8,0,1,0,0,0,1,0,1,0,1,1,1,0,0,1
"200 block pulaski st, Syracuse, NY",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"200 block reed av, Syracuse, NY",22,1,2,5,15,1,0,0,0,0,1,0,0,16,5,1,0,0,0,0,42,8,10,3,0,1,0,0,7,2,5,15,5,10,0,1
"200 block ridgewood dr, Syracuse, NY",18,1,2,2,14,1,1,0,0,0,0,0,0,16,2,0,0,0,0,0,23,13,5,0,0,0,0,0,4,0,4,14,1,13,0,1
"200 block robert dr, Syracuse, NY",13,3,4,1,8,3,1,0,0,0,0,0,2,4,7,0,2,0,0,0,32,3,4,4,1,1,0,0,5,1,4,8,1,7,0,3
"200 block roberts dr, Syracuse, NY",60,3,36,11,13,3,1,0,0,0,0,0,2,49,7,0,4,0,0,0,153,10,27,11,7,2,3,0,47,14,33,13,2,11,0,3
"200 block rockland av, Syracuse, NY",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"200 block roxbury rd, Syracuse, NY",99,11,34,11,54,11,10,0,1,0,0,0,0,83,11,0,0,0,0,5,161,58,28,7,4,2,0,0,45,8,37,54,4,50,1,10
"200 block rugby rd, Syracuse, NY",39,3,14,4,21,3,3,0,0,0,0,0,0,32,7,0,0,0,0,0,77,17,12,6,2,2,0,0,18,3,15,21,9,12,0,3
"200 block salina st s, Syracuse, NY",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"200 block scotholm blvd, Syracuse, NY",51,1,36,13,2,1,0,0,0,0,1,0,0,48,3,0,0,0,0,0,121,16,16,7,9,2,1,0,49,15,34,2,1,1,0,1
"200 block scottholm ter, Syracuse, NY",1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0
"200 block searlwyn rd, Syracuse, NY",36,0,24,11,1,0,0,0,0,0,0,0,0,33,3,0,0,0,0,0,83,14,9,6,4,2,0,1,35,10,25,1,0,1,0,0
"200 block second north st, Syracuse, NY",44,5,22,6,16,5,0,0,1,0,0,0,4,40,3,0,0,0,0,1,117,11,15,10,1,4,2,1,28,5,23,16,10,6,1,4
"200 block sedgwick st, Syracuse, NY",176,7,9,1,166,7,5,0,1,0,0,0,1,139,24,2,3,0,6,2,282,106,50,10,6,2,2,0,10,4,6,166,17,149,2,5
"200 block seneca dr, Syracuse, NY",126,6,21,18,87,6,4,0,0,0,0,0,2,37,79,2,0,0,2,6,274,40,46,27,7,3,3,0,39,11,28,87,39,48,0,6
"200 block seneca tpke w, Syracuse, NY",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"200 block seventh north st, Syracuse, NY",17,1,8,6,3,1,0,0,0,0,0,0,1,17,0,0,0,0,0,0,33,7,7,0,3,0,0,0,14,1,13,3,1,2,0,1
"200 block seward st, Syracuse, NY",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"200 block solar st, Syracuse, NY",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"200 block stafford av, Syracuse, NY",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"200 block state st n, Syracuse, NY",1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0
"200 block state st s, Syracuse, NY",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"200 block strathmore dr, Syracuse, NY",31,2,12,6,13,2,1,0,0,0,0,0,1,23,6,1,0,0,0,1,73,8,11,7,3,2,0,0,18,5,13,13,4,9,0,2
"200 block strong av, Syracuse, NY",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"200 block sunrise dr, Syracuse, NY",222,4,137,71,14,4,0,0,3,0,0,0,1,191,26,1,0,0,0,4,488,73,81,33,26,5,3,1,208,41,167,14,8,6,1,3
"200 block sunstruck dr, Syracuse, NY",33,4,13,5,15,4,0,0,0,0,1,0,3,27,3,0,0,0,1,2,90,10,7,7,5,2,0,2,18,5,13,15,8,7,0,4
"200 block tennyson av, Syracuse, NY",30,1,8,5,17,1,0,0,0,0,0,0,1,29,0,1,0,0,0,0,50,18,7,2,3,0,0,0,13,1,12,17,3,14,0,1
"200 block tompkins st, Syracuse, NY",1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,3,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0
"200 block towers ln, Syracuse, NY",146,4,0,1,145,4,2,2,0,0,0,0,0,11,127,0,0,0,4,4,289,67,43,19,9,6,1,1,1,1,0,145,63,82,0,4
"200 block ulster st, Syracuse, NY",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"200 block union pl, Syracuse, NY",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"200 block van buren st, Syracuse, NY",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"200 block vann st, Syracuse, NY",63,2,11,7,45,2,0,0,0,1,0,0,1,49,10,1,1,0,2,0,148,20,19,13,7,3,0,1,18,3,15,45,18,27,0,2
"200 block wainwright av, Syracuse, NY",81,2,46,17,18,2,0,0,0,0,0,0,2,74,4,1,0,0,0,2,189,25,26,18,6,3,2,1,63,16,47,18,5,13,0,2
"200 block wall st, Syracuse, NY",37,7,7,2,28,7,0,0,5,0,0,0,2,30,6,0,0,0,0,1,84,16,10,3,6,1,0,1,9,3,6,28,8,20,0,7
"200 block walton st, Syracuse, NY",18,0,1,0,17,0,0,0,0,0,0,0,0,9,7,0,0,0,2,0,26,14,3,0,0,0,1,0,1,0,1,17,1,16,0,0
"200 block washington sq, Syracuse, NY",48,1,27,10,11,1,1,0,0,0,0,0,0,42,4,0,1,0,0,1,104,20,14,6,5,1,1,1,37,8,29,11,4,7,0,1
"200 block washington st e, Syracuse, NY",53,3,0,0,53,3,2,0,0,0,0,0,1,37,3,0,12,0,0,1,63,45,6,2,0,0,0,0,0,0,0,53,2,51,0,3
"200 block water st e, Syracuse, NY",45,11,0,0,45,11,6,0,0,0,0,0,5,23,13,0,3,0,4,2,65,31,9,4,1,0,0,0,0,0,0,45,5,40,0,11
"200 block water st w, Syracuse, NY",24,1,0,0,24,1,1,0,0,0,0,0,0,21,3,0,0,0,0,0,34,18,3,2,1,0,0,0,0,0,0,24,3,21,0,1
"200 block westminster av, Syracuse, NY",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"200 block westmoreland av, Syracuse, NY",191,8,0,1,190,8,5,1,0,0,1,0,1,13,151,1,0,1,10,15,377,83,59,28,15,4,2,0,1,1,0,190,74,116,0,8
"200 block westwood rd, Syracuse, NY",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"200 block whitwell dr, Syracuse, NY",53,14,20,5,28,14,2,0,5,0,0,0,7,33,11,1,8,0,0,0,162,13,12,10,9,2,3,4,25,8,17,28,17,11,0,14
"200 block wilkinson st, Syracuse, NY",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"200 block willow st w, Syracuse, NY",4,1,0,0,4,1,1,0,0,0,0,0,0,4,0,0,0,0,0,0,4,4,0,0,0,0,0,0,0,0,0,4,0,4,0,1
"200 block willumae dr, Syracuse, NY",46,2,21,13,12,2,0,0,0,0,1,0,1,43,2,0,1,0,0,0,95,19,15,6,4,1,0,1,34,5,29,12,2,10,0,2
